Date,Region,Customers,Product Type,Bag Size (kg),Quantity Sold,Unit Price,Total Revenue
1/18/2027,Abuja,StoneWorks Ltd,Slag Cement,50,156,2982,465192
1/19/2027,Lagos,Dangote Ltd,PPC,50,150,2991,448650
1/20/2027,Abuja,StoneWorks Ltd,Portland Cement,50,765,2946,2253690
1/21/2027,Lagos,Dangote Ltd,Slag Cement,50,463,3931,1820053
1/22/2027,Portharcourt,MegaCem,Slag Cement,25,301,2369,713069
1/23/2027,Kano,Dangote Ltd,Slag Cement,25,825,3998,3298350
1/24/2027,Kaduna,MegaCem,White Cement,50,934,2421,2261214
1/25/2027,Kano,MegaCem,Portland Cement,50,823,2462,2026226
1/26/2027,Portharcourt,StoneWorks Ltd,White Cement,25,936,2989,2797704
1/27/2027,Abuja,StoneWorks Ltd,PPC,50,330,2171,716430
1/28/2027,Abuja,Eterna Plc,White Cement,25,816,2116,1726656
1/29/2027,Kaduna,Eterna Plc,Portland Cement,25,343,2008,688744
1/30/2027,Kano,Eterna Plc,PPC,25,429,3321,1424709
1/31/2027,Portharcourt,Dangote Ltd,PPC,50,648,3248,2104704
2/1/2027,Kaduna,StoneWorks Ltd,Portland Cement,50,951,3273,3112623
2/2/2027,Abuja,BuildRight Co,White Cement,25,117,2508,293436
2/3/2027,Abuja,BuildRight Co,White Cement,25,681,3477,2367837
2/4/2027,Abuja,StoneWorks Ltd,Slag Cement,50,673,3481,2342713
2/5/2027,Kano,Dangote Ltd,Portland Cement,50,611,3520,2150720
2/6/2027,Kano,Eterna Plc,PPC,25,446,3045,1358070
2/7/2027,Kano,Dangote Ltd,White Cement,25,755,2227,1681385
2/8/2027,Kaduna,BuildRight Co,White Cement,25,766,3817,2923822
2/9/2027,Abuja,BuildRight Co,Slag Cement,50,539,3149,1697311
2/10/2027,Portharcourt,Dangote Ltd,Portland Cement,50,538,3638,1957244
2/11/2027,Abuja,BuildRight Co,PPC,50,850,2536,2155600
2/12/2027,Lagos,BuildRight Co,Slag Cement,50,126,2888,363888
2/13/2027,Abuja,Eterna Plc,Portland Cement,25,222,3842,852924
2/14/2027,Abuja,Dangote Ltd,PPC,25,496,3194,1584224
2/15/2027,Portharcourt,Dangote Ltd,Portland Cement,25,592,2027,1199984
2/16/2027,Kano,Dangote Ltd,Slag Cement,50,285,3496,996360
2/17/2027,Portharcourt,MegaCem,White Cement,25,774,3215,2488410
2/18/2027,Abuja,Dangote Ltd,Portland Cement,50,893,2019,1802967
2/19/2027,Lagos,Eterna Plc,White Cement,25,739,2349,1735911
2/20/2027,Kano,BuildRight Co,Slag Cement,25,297,3655,1085535
2/21/2027,Kano,MegaCem,Portland Cement,25,456,3468,1581408
2/22/2027,Portharcourt,BuildRight Co,Slag Cement,50,753,2826,2127978
2/23/2027,Abuja,Dangote Ltd,Slag Cement,50,448,3007,1347136
2/24/2027,Kano,MegaCem,Slag Cement,25,280,2162,605360
2/25/2027,Kaduna,Dangote Ltd,Portland Cement,50,139,3454,480106
2/26/2027,Lagos,StoneWorks Ltd,Portland Cement,25,701,2262,1585662
2/27/2027,Kaduna,MegaCem,PPC,50,200,2177,435400
2/28/2027,Kano,BuildRight Co,Slag Cement,25,50,2904,145200
3/1/2027,Abuja,BuildRight Co,White Cement,50,138,3667,506046
3/2/2027,Abuja,Dangote Ltd,White Cement,25,833,3904,3252032
3/3/2027,Portharcourt,MegaCem,PPC,50,287,2975,853825
3/4/2027,Lagos,StoneWorks Ltd,Slag Cement,50,868,2641,2292388
3/5/2027,Abuja,Dangote Ltd,Slag Cement,50,159,3153,501327
3/6/2027,Abuja,StoneWorks Ltd,Slag Cement,25,669,3412,2282628
3/7/2027,Portharcourt,Dangote Ltd,Slag Cement,25,190,3914,743660
3/8/2027,Abuja,Eterna Plc,Portland Cement,50,834,2322,1936548
3/9/2027,Abuja,StoneWorks Ltd,PPC,50,862,2498,2153276
3/10/2027,Kano,Dangote Ltd,PPC,50,918,2941,2699838
3/11/2027,Lagos,Eterna Plc,White Cement,25,449,2926,1313774
3/12/2027,Lagos,StoneWorks Ltd,Slag Cement,25,316,2478,783048
3/13/2027,Abuja,StoneWorks Ltd,Slag Cement,50,648,2686,1740528
3/14/2027,Kaduna,BuildRight Co,Slag Cement,50,303,3423,1037169
3/15/2027,Kaduna,Eterna Plc,Slag Cement,25,549,2192,1203408
3/16/2027,Abuja,BuildRight Co,Slag Cement,50,230,3294,757620
3/17/2027,Kaduna,StoneWorks Ltd,White Cement,50,616,2414,1487024
3/18/2027,Kaduna,BuildRight Co,Portland Cement,50,586,2844,1666584
3/19/2027,Lagos,MegaCem,White Cement,25,571,3500,1998500
3/20/2027,Lagos,Dangote Ltd,White Cement,25,127,3910,496570
3/21/2027,Lagos,Eterna Plc,White Cement,25,419,3684,1543596
3/22/2027,Kano,Dangote Ltd,White Cement,25,625,3960,2475000
3/23/2027,Portharcourt,StoneWorks Ltd,Portland Cement,25,424,2080,881920
3/24/2027,Kaduna,BuildRight Co,White Cement,25,215,3761,808615
3/25/2027,Abuja,StoneWorks Ltd,PPC,50,358,3227,1155266
3/26/2027,Lagos,MegaCem,Portland Cement,25,222,2135,473970
3/27/2027,Lagos,Eterna Plc,PPC,25,452,3645,1647540
3/28/2027,Kano,BuildRight Co,White Cement,50,998,3628,3620744
3/29/2027,Abuja,StoneWorks Ltd,Slag Cement,25,373,2314,863122
3/30/2027,Lagos,Eterna Plc,Portland Cement,50,744,2720,2023680
3/31/2027,Lagos,StoneWorks Ltd,Portland Cement,25,708,2126,1505208
4/1/2027,Portharcourt,StoneWorks Ltd,Portland Cement,50,383,2148,822684
4/2/2027,Lagos,MegaCem,Slag Cement,50,654,2620,1713480
4/3/2027,Lagos,StoneWorks Ltd,PPC,25,106,3266,346196
4/4/2027,Kano,Eterna Plc,PPC,25,845,2882,2435290
4/5/2027,Lagos,MegaCem,PPC,25,530,3147,1667910
4/6/2027,Abuja,StoneWorks Ltd,White Cement,50,305,3870,1180350
4/7/2027,Kano,Eterna Plc,Portland Cement,50,931,2284,2126404
4/8/2027,Abuja,StoneWorks Ltd,White Cement,50,510,2387,1217370
4/9/2027,Abuja,Dangote Ltd,PPC,25,326,3819,1244994
4/10/2027,Lagos,Eterna Plc,Portland Cement,25,716,2640,1890240
4/11/2027,Portharcourt,Eterna Plc,Slag Cement,25,261,3431,895491
4/12/2027,Kano,StoneWorks Ltd,Portland Cement,50,907,3185,2888795
4/13/2027,Kano,StoneWorks Ltd,White Cement,25,182,3372,613704
4/14/2027,Kano,Eterna Plc,Portland Cement,50,867,3986,3455862
4/15/2027,Lagos,Eterna Plc,Portland Cement,25,365,3999,1459635
4/16/2027,Lagos,Dangote Ltd,White Cement,50,137,2038,279206
4/17/2027,Kaduna,Eterna Plc,White Cement,50,178,2022,359916
4/18/2027,Abuja,Dangote Ltd,Slag Cement,25,942,3850,3626700
4/19/2027,Lagos,BuildRight Co,Portland Cement,25,334,2687,897458
4/20/2027,Kaduna,MegaCem,PPC,50,575,3691,2122325
4/21/2027,Abuja,Dangote Ltd,PPC,50,176,2407,423632
4/22/2027,Kano,BuildRight Co,White Cement,50,937,2328,2181336
4/23/2027,Portharcourt,Dangote Ltd,PPC,50,828,2872,2378016
4/24/2027,Kano,MegaCem,Portland Cement,50,223,2281,508663
4/25/2027,Portharcourt,MegaCem,PPC,50,958,2194,2101852
4/26/2027,Kano,Eterna Plc,PPC,50,57,3690,210330
4/27/2027,Kaduna,Eterna Plc,Slag Cement,25,976,3273,3194448
4/28/2027,Kano,BuildRight Co,White Cement,50,178,2714,483092
4/29/2027,Lagos,Eterna Plc,Slag Cement,50,184,3490,642160
4/30/2027,Abuja,BuildRight Co,Slag Cement,50,936,3753,3512808
5/1/2027,Lagos,Eterna Plc,PPC,50,66,2053,135498
5/2/2027,Abuja,BuildRight Co,White Cement,50,624,2511,1566864
5/3/2027,Lagos,BuildRight Co,Slag Cement,25,546,3033,1656018
5/4/2027,Abuja,Eterna Plc,White Cement,25,773,2451,1894623
5/5/2027,Kano,MegaCem,Slag Cement,25,64,2988,191232
5/6/2027,Kaduna,BuildRight Co,Portland Cement,50,377,3836,1446172
5/7/2027,Abuja,MegaCem,White Cement,50,893,3697,3301421
5/8/2027,Kaduna,BuildRight Co,Slag Cement,50,393,3235,1271355
5/9/2027,Lagos,StoneWorks Ltd,White Cement,50,795,3287,2613165
5/10/2027,Portharcourt,Dangote Ltd,Slag Cement,25,370,3590,1328300
5/11/2027,Lagos,Dangote Ltd,Portland Cement,25,369,2987,1102203
5/12/2027,Portharcourt,Eterna Plc,White Cement,25,188,2409,452892
5/13/2027,Portharcourt,Eterna Plc,White Cement,50,393,2166,851238
5/14/2027,Lagos,Eterna Plc,PPC,25,852,2375,2023500
5/15/2027,Abuja,MegaCem,White Cement,25,397,2573,1021481
5/16/2027,Portharcourt,StoneWorks Ltd,Portland Cement,50,165,3394,560010
5/17/2027,Lagos,StoneWorks Ltd,Slag Cement,50,50,2232,111600
5/18/2027,Portharcourt,Dangote Ltd,Portland Cement,25,298,3559,1060582
5/19/2027,Kaduna,StoneWorks Ltd,Slag Cement,50,146,3163,461798
5/20/2027,Portharcourt,Dangote Ltd,Slag Cement,25,674,3791,2555134
5/21/2027,Kaduna,Eterna Plc,Slag Cement,50,617,3448,2127416
5/22/2027,Abuja,Dangote Ltd,White Cement,25,168,3753,630504
5/23/2027,Kano,Eterna Plc,Portland Cement,25,250,2661,665250
5/24/2027,Portharcourt,Eterna Plc,Slag Cement,50,726,2205,1600830
5/25/2027,Lagos,Dangote Ltd,Slag Cement,50,784,2995,2348080
5/26/2027,Abuja,StoneWorks Ltd,PPC,25,425,3823,1624775
5/27/2027,Lagos,StoneWorks Ltd,Portland Cement,25,502,2358,1183716
5/28/2027,Kano,Eterna Plc,Portland Cement,25,78,2414,188292
5/29/2027,Kano,MegaCem,White Cement,50,724,3455,2501420
5/30/2027,Kaduna,StoneWorks Ltd,PPC,50,237,3546,840402
5/31/2027,Portharcourt,Dangote Ltd,Slag Cement,25,362,3191,1155142
6/1/2027,Kano,BuildRight Co,Slag Cement,25,338,2720,919360
6/2/2027,Portharcourt,Eterna Plc,PPC,25,753,2589,1949517
6/3/2027,Portharcourt,Dangote Ltd,Portland Cement,50,983,2138,2101654
6/4/2027,Lagos,BuildRight Co,Portland Cement,50,153,2837,434061
6/5/2027,Lagos,Dangote Ltd,PPC,50,238,3652,869176
6/6/2027,Lagos,MegaCem,White Cement,50,873,3565,3112245
6/7/2027,Abuja,StoneWorks Ltd,White Cement,25,502,2897,1454294
6/8/2027,Kano,StoneWorks Ltd,PPC,25,914,3099,2832486
6/9/2027,Abuja,StoneWorks Ltd,Slag Cement,50,979,3695,3617405
6/10/2027,Lagos,BuildRight Co,PPC,50,781,3630,2835030
6/11/2027,Kaduna,Dangote Ltd,White Cement,50,491,3393,1665963
6/12/2027,Kaduna,Dangote Ltd,White Cement,25,828,3846,3184488
6/13/2027,Portharcourt,MegaCem,PPC,25,143,2611,373373
6/14/2027,Abuja,BuildRight Co,White Cement,50,944,3372,3183168
6/15/2027,Kaduna,BuildRight Co,Portland Cement,50,284,3641,1034044
6/16/2027,Kaduna,Dangote Ltd,White Cement,50,520,2806,1459120
6/17/2027,Portharcourt,Dangote Ltd,Portland Cement,50,602,2042,1229284
6/18/2027,Abuja,Eterna Plc,White Cement,25,946,2034,1924164
6/19/2027,Portharcourt,StoneWorks Ltd,Portland Cement,25,311,3925,1220675
6/20/2027,Abuja,BuildRight Co,PPC,50,884,3331,2944604
6/21/2027,Portharcourt,Dangote Ltd,Portland Cement,25,50,3823,191150
6/22/2027,Kano,Eterna Plc,White Cement,25,310,2136,662160
6/23/2027,Lagos,Eterna Plc,White Cement,25,597,2437,1454889
6/24/2027,Portharcourt,StoneWorks Ltd,Portland Cement,50,848,3684,3124032
6/25/2027,Kaduna,Eterna Plc,Portland Cement,50,84,2900,243600
6/26/2027,Lagos,BuildRight Co,White Cement,25,451,2149,969199
6/27/2027,Portharcourt,MegaCem,Portland Cement,50,857,3065,2626705
6/28/2027,Lagos,Eterna Plc,White Cement,50,219,2546,557574
6/29/2027,Kano,BuildRight Co,Portland Cement,50,475,2556,1214100
6/30/2027,Kaduna,Dangote Ltd,PPC,25,661,3423,2262603
7/1/2027,Lagos,MegaCem,White Cement,25,206,3864,795984
7/2/2027,Kano,MegaCem,White Cement,50,823,2556,2103588
7/3/2027,Abuja,Eterna Plc,Portland Cement,25,804,2377,1911108
7/4/2027,Kaduna,Eterna Plc,Slag Cement,50,289,2827,817003
7/5/2027,Portharcourt,StoneWorks Ltd,Slag Cement,25,691,2176,1503616
7/6/2027,Kaduna,BuildRight Co,Portland Cement,50,595,2678,1593410
7/7/2027,Kano,Dangote Ltd,Portland Cement,50,651,2980,1939980
7/8/2027,Kano,BuildRight Co,Portland Cement,25,145,3646,528670
7/9/2027,Kaduna,MegaCem,White Cement,50,934,2143,2001562
7/10/2027,Abuja,BuildRight Co,White Cement,25,278,3642,1012476
7/11/2027,Portharcourt,BuildRight Co,Slag Cement,25,283,3719,1052477
7/12/2027,Portharcourt,MegaCem,White Cement,25,696,3027,2106792
7/13/2027,Abuja,StoneWorks Ltd,Slag Cement,50,226,2556,577656
7/14/2027,Kaduna,MegaCem,Portland Cement,25,932,2225,2073700
7/15/2027,Lagos,BuildRight Co,Portland Cement,25,166,3310,549460
7/16/2027,Kaduna,Dangote Ltd,White Cement,50,410,2096,859360
7/17/2027,Lagos,Eterna Plc,Slag Cement,25,477,3765,1795905
7/18/2027,Abuja,StoneWorks Ltd,Slag Cement,50,464,2867,1330288
7/19/2027,Abuja,Dangote Ltd,PPC,25,810,2925,2369250
7/20/2027,Portharcourt,Dangote Ltd,Portland Cement,25,938,2867,2689246
7/21/2027,Portharcourt,Dangote Ltd,Portland Cement,50,876,3075,2693700
7/22/2027,Portharcourt,Eterna Plc,PPC,25,916,3144,2879904
7/23/2027,Portharcourt,MegaCem,Slag Cement,50,633,3923,2483259
7/24/2027,Kano,Dangote Ltd,Portland Cement,50,466,3838,1788508
7/25/2027,Lagos,Dangote Ltd,Portland Cement,25,563,2913,1640019
7/26/2027,Lagos,BuildRight Co,PPC,25,408,3061,1248888
7/27/2027,Lagos,BuildRight Co,PPC,50,615,2010,1236150
7/28/2027,Kano,Dangote Ltd,White Cement,50,979,2870,2809730
7/29/2027,Kaduna,StoneWorks Ltd,Portland Cement,50,304,2724,828096
7/30/2027,Kaduna,MegaCem,Slag Cement,25,606,2210,1339260
7/31/2027,Portharcourt,StoneWorks Ltd,PPC,25,877,2596,2276692
8/1/2027,Abuja,StoneWorks Ltd,Slag Cement,50,541,3825,2069325
8/2/2027,Portharcourt,MegaCem,Portland Cement,25,576,3525,2030400
8/3/2027,Kano,Dangote Ltd,PPC,50,501,2502,1253502
8/4/2027,Lagos,Eterna Plc,PPC,50,174,3101,539574
8/5/2027,Kano,Dangote Ltd,White Cement,50,844,3063,2585172
8/6/2027,Lagos,Eterna Plc,Slag Cement,25,352,3018,1062336
8/7/2027,Abuja,BuildRight Co,PPC,50,585,2007,1174095
8/8/2027,Kano,MegaCem,Portland Cement,25,870,3525,3066750
8/9/2027,Kano,MegaCem,White Cement,25,449,3167,1421983
8/10/2027,Lagos,Eterna Plc,Portland Cement,50,885,3167,2802795
8/11/2027,Portharcourt,Eterna Plc,PPC,50,352,2102,739904
8/12/2027,Portharcourt,Eterna Plc,Slag Cement,25,250,2488,622000
8/13/2027,Lagos,BuildRight Co,Slag Cement,25,780,2227,1737060
8/14/2027,Abuja,MegaCem,Portland Cement,25,978,3224,3153072
8/15/2027,Portharcourt,Dangote Ltd,Portland Cement,50,871,2640,2299440
8/16/2027,Abuja,MegaCem,Slag Cement,25,504,3250,1638000
8/17/2027,Portharcourt,Dangote Ltd,Portland Cement,50,968,3338,3231184
8/18/2027,Kaduna,Eterna Plc,PPC,25,790,2313,1827270
8/19/2027,Kaduna,BuildRight Co,Portland Cement,50,538,2539,1365982
8/20/2027,Kaduna,BuildRight Co,Portland Cement,25,464,3140,1456960
8/21/2027,Abuja,BuildRight Co,PPC,50,155,3102,480810
8/22/2027,Abuja,Eterna Plc,Portland Cement,25,746,2338,1744148
8/23/2027,Abuja,Eterna Plc,Slag Cement,50,519,2511,1303209
8/24/2027,Portharcourt,BuildRight Co,Slag Cement,50,681,2957,2013717
8/25/2027,Portharcourt,Eterna Plc,White Cement,50,151,2134,322234
8/26/2027,Kano,MegaCem,Portland Cement,25,73,2563,187099
8/27/2027,Kaduna,MegaCem,Slag Cement,25,911,2980,2714780
8/28/2027,Abuja,MegaCem,Portland Cement,50,518,3722,1927996
8/29/2027,Kano,Eterna Plc,Portland Cement,25,718,3016,2165488
8/30/2027,Abuja,Dangote Ltd,PPC,25,272,3496,950912
8/31/2027,Lagos,BuildRight Co,Portland Cement,50,431,3858,1662798
9/1/2027,Kano,Dangote Ltd,Portland Cement,25,801,3257,2608857
9/2/2027,Kaduna,BuildRight Co,PPC,25,438,2931,1283778
9/3/2027,Kaduna,StoneWorks Ltd,Slag Cement,50,437,3020,1319740
9/4/2027,Abuja,BuildRight Co,Portland Cement,50,217,3854,836318
9/5/2027,Kano,MegaCem,Slag Cement,25,168,3356,563808
9/6/2027,Kaduna,Eterna Plc,PPC,50,183,2702,494466
9/7/2027,Kaduna,StoneWorks Ltd,White Cement,25,697,3345,2331465
9/8/2027,Abuja,Eterna Plc,Slag Cement,50,601,2769,1664169
9/9/2027,Abuja,StoneWorks Ltd,Portland Cement,50,643,2444,1571492
9/10/2027,Kaduna,Eterna Plc,PPC,25,637,2026,1290562
9/11/2027,Abuja,MegaCem,White Cement,25,675,2813,1898775
9/12/2027,Abuja,Dangote Ltd,Slag Cement,25,984,2427,2388168
9/13/2027,Abuja,MegaCem,White Cement,50,836,2516,2103376
9/14/2027,Lagos,Dangote Ltd,Portland Cement,50,330,2179,719070
9/15/2027,Kaduna,StoneWorks Ltd,White Cement,50,513,2820,1446660
9/16/2027,Kano,MegaCem,Portland Cement,50,910,2618,2382380
9/17/2027,Abuja,BuildRight Co,Portland Cement,50,781,3806,2972486
9/18/2027,Abuja,MegaCem,Slag Cement,50,443,3383,1498669
9/19/2027,Kaduna,MegaCem,Portland Cement,50,799,2456,1962344
9/20/2027,Abuja,Dangote Ltd,Portland Cement,50,842,2877,2422434
9/21/2027,Portharcourt,Dangote Ltd,White Cement,25,650,3618,2351700
9/22/2027,Kano,StoneWorks Ltd,White Cement,50,486,3065,1489590
9/23/2027,Kano,BuildRight Co,Slag Cement,50,203,3498,710094
9/24/2027,Lagos,Eterna Plc,Portland Cement,25,319,2189,698291
9/25/2027,Lagos,Dangote Ltd,White Cement,50,170,3731,634270
9/26/2027,Abuja,BuildRight Co,White Cement,50,787,3521,2771027
9/27/2027,Lagos,MegaCem,PPC,50,600,3437,2062200
9/28/2027,Abuja,Eterna Plc,Slag Cement,50,443,2265,1003395
9/29/2027,Kaduna,MegaCem,Slag Cement,25,472,3184,1502848
9/30/2027,Kaduna,Dangote Ltd,White Cement,25,684,2267,1550628
10/1/2027,Kano,MegaCem,PPC,25,548,2919,1599612
10/2/2027,Lagos,Eterna Plc,White Cement,50,976,2518,2457568
10/3/2027,Lagos,StoneWorks Ltd,PPC,25,158,2568,405744
10/4/2027,Abuja,BuildRight Co,Slag Cement,25,943,3729,3516447
10/5/2027,Kano,Eterna Plc,Portland Cement,25,676,3153,2131428
10/6/2027,Kano,StoneWorks Ltd,PPC,50,595,2370,1410150
10/7/2027,Abuja,StoneWorks Ltd,Portland Cement,50,891,2221,1978911
10/8/2027,Kano,Eterna Plc,PPC,25,766,3364,2576824
10/9/2027,Lagos,StoneWorks Ltd,Portland Cement,50,704,2874,2023296
10/10/2027,Portharcourt,Eterna Plc,Slag Cement,50,184,3472,638848
10/11/2027,Portharcourt,Eterna Plc,White Cement,50,523,2691,1407393
10/12/2027,Abuja,Dangote Ltd,PPC,25,317,3248,1029616
10/13/2027,Lagos,Dangote Ltd,White Cement,25,805,2624,2112320
10/14/2027,Lagos,StoneWorks Ltd,PPC,25,824,3860,3180640
10/15/2027,Abuja,BuildRight Co,Portland Cement,25,854,3923,3350242
10/16/2027,Lagos,Dangote Ltd,White Cement,25,491,3719,1826029
10/17/2027,Kaduna,Dangote Ltd,PPC,25,298,2874,856452
10/18/2027,Kano,Dangote Ltd,Slag Cement,25,437,2308,1008596
10/19/2027,Kaduna,BuildRight Co,Slag Cement,50,544,2584,1405696
10/20/2027,Abuja,MegaCem,Portland Cement,50,109,2150,234350
10/21/2027,Portharcourt,BuildRight Co,Slag Cement,25,387,2513,972531
10/22/2027,Portharcourt,StoneWorks Ltd,Slag Cement,25,197,2138,421186
10/23/2027,Abuja,StoneWorks Ltd,White Cement,25,796,2680,2133280
10/24/2027,Kaduna,Dangote Ltd,PPC,50,601,3699,2223099
10/25/2027,Portharcourt,BuildRight Co,Portland Cement,25,375,2959,1109625
10/26/2027,Kaduna,StoneWorks Ltd,Slag Cement,50,983,2914,2864462
10/27/2027,Kano,BuildRight Co,PPC,25,858,3260,2797080
10/28/2027,Portharcourt,MegaCem,White Cement,25,487,2836,1381132
10/29/2027,Kaduna,MegaCem,White Cement,50,915,2554,2336910
10/30/2027,Kaduna,BuildRight Co,PPC,50,688,2725,1874800
10/31/2027,Abuja,StoneWorks Ltd,Slag Cement,25,874,2652,2317848
11/1/2027,Portharcourt,StoneWorks Ltd,White Cement,25,443,2714,1202302
11/2/2027,Kaduna,MegaCem,PPC,25,711,2639,1876329
11/3/2027,Portharcourt,StoneWorks Ltd,PPC,50,501,2905,1455405
11/4/2027,Kaduna,StoneWorks Ltd,Portland Cement,25,302,2716,820232
11/5/2027,Portharcourt,Dangote Ltd,PPC,25,356,2022,719832
11/6/2027,Kano,MegaCem,Portland Cement,25,870,3460,3010200
11/7/2027,Lagos,BuildRight Co,Slag Cement,50,576,2279,1312704
11/8/2027,Portharcourt,MegaCem,PPC,25,690,2038,1406220
11/9/2027,Portharcourt,Eterna Plc,White Cement,50,494,2054,1014676
11/10/2027,Abuja,BuildRight Co,Portland Cement,50,531,2581,1370511
11/11/2027,Lagos,MegaCem,PPC,50,847,2311,1957417
11/12/2027,Lagos,Eterna Plc,Slag Cement,50,874,3497,3056378
11/13/2027,Kaduna,Eterna Plc,White Cement,25,958,3096,2965968
11/14/2027,Kaduna,StoneWorks Ltd,PPC,50,295,2162,637790
11/15/2027,Abuja,Eterna Plc,PPC,25,281,2795,785395
11/16/2027,Lagos,BuildRight Co,White Cement,25,214,2328,498192
11/17/2027,Lagos,StoneWorks Ltd,PPC,50,773,2188,1691324
11/18/2027,Kaduna,MegaCem,PPC,25,231,2199,507969
11/19/2027,Abuja,StoneWorks Ltd,Portland Cement,25,845,2779,2348255
11/20/2027,Abuja,Dangote Ltd,Slag Cement,25,72,3594,258768
11/21/2027,Kano,StoneWorks Ltd,Portland Cement,50,266,2870,763420
11/22/2027,Kano,Dangote Ltd,PPC,50,845,3335,2818075
11/23/2027,Lagos,Dangote Ltd,Slag Cement,25,118,3613,426334
11/24/2027,Kaduna,BuildRight Co,PPC,50,920,3297,3033240
11/25/2027,Portharcourt,Eterna Plc,Portland Cement,50,427,2949,1259223
11/26/2027,Abuja,StoneWorks Ltd,White Cement,50,409,3902,1595918
11/27/2027,Kaduna,Dangote Ltd,Portland Cement,50,513,2736,1403568
11/28/2027,Kaduna,BuildRight Co,Slag Cement,50,231,2820,651420
11/29/2027,Portharcourt,StoneWorks Ltd,PPC,25,83,3523,292409
11/30/2027,Portharcourt,MegaCem,White Cement,25,166,2779,461314
12/1/2027,Kano,BuildRight Co,White Cement,25,790,3114,2460060
12/2/2027,Portharcourt,StoneWorks Ltd,PPC,50,670,2602,1743340
12/3/2027,Lagos,MegaCem,Portland Cement,50,466,2461,1146826
12/4/2027,Kano,BuildRight Co,Portland Cement,50,909,2691,2446119
12/5/2027,Abuja,StoneWorks Ltd,Portland Cement,50,369,3796,1400724
12/6/2027,Kaduna,Eterna Plc,White Cement,25,391,2950,1153450
12/7/2027,Lagos,MegaCem,White Cement,25,849,3289,2792361
12/8/2027,Lagos,Dangote Ltd,White Cement,25,176,3529,621104
12/9/2027,Kano,Dangote Ltd,Slag Cement,50,864,2137,1846368
12/10/2027,Lagos,MegaCem,White Cement,25,914,2376,2171664
12/11/2027,Abuja,MegaCem,White Cement,50,374,2151,804474
12/12/2027,Kano,MegaCem,Portland Cement,50,900,2845,2560500
12/13/2027,Abuja,Eterna Plc,White Cement,50,458,3368,1542544
12/14/2027,Lagos,MegaCem,Slag Cement,25,493,3119,1537667
12/15/2027,Lagos,Eterna Plc,Portland Cement,25,758,2245,1701710
12/16/2027,Kano,BuildRight Co,PPC,25,471,2460,1158660
12/17/2027,Abuja,StoneWorks Ltd,PPC,25,980,2117,2074660
12/18/2027,Abuja,BuildRight Co,White Cement,50,849,3639,3089511
12/19/2027,Portharcourt,Dangote Ltd,PPC,50,54,2595,140130
12/20/2027,Portharcourt,StoneWorks Ltd,Portland Cement,25,346,2708,936968
12/21/2027,Abuja,BuildRight Co,Slag Cement,25,315,2370,746550
12/22/2027,Kano,Eterna Plc,Portland Cement,25,814,3400,2767600
12/23/2027,Abuja,Dangote Ltd,PPC,25,655,3804,2491620
12/24/2027,Kaduna,Dangote Ltd,PPC,25,268,2509,672412
12/25/2027,Portharcourt,BuildRight Co,White Cement,50,496,2577,1278192
12/26/2027,Abuja,StoneWorks Ltd,Slag Cement,25,368,2474,910432
12/27/2027,Portharcourt,Eterna Plc,PPC,50,109,2993,326237
12/28/2027,Kaduna,Eterna Plc,PPC,25,472,2050,967600
12/29/2027,Abuja,MegaCem,Portland Cement,25,459,2910,1335690
12/30/2027,Kaduna,Dangote Ltd,PPC,50,214,2016,431424
12/31/2027,Lagos,StoneWorks Ltd,Slag Cement,25,715,3681,2631915
1/1/2028,Abuja,StoneWorks Ltd,White Cement,25,374,2846,1064404
1/2/2028,Abuja,Eterna Plc,PPC,25,114,3958,451212
1/3/2028,Kano,MegaCem,Slag Cement,25,914,2685,2454090
1/4/2028,Abuja,MegaCem,PPC,50,714,3601,2571114
1/5/2028,Portharcourt,BuildRight Co,Slag Cement,25,170,3796,645320
1/6/2028,Kaduna,MegaCem,PPC,50,466,2213,1031258
1/7/2028,Portharcourt,Eterna Plc,Slag Cement,25,182,2568,467376
1/8/2028,Abuja,StoneWorks Ltd,Slag Cement,25,892,2831,2525252
1/9/2028,Kaduna,MegaCem,White Cement,25,451,2632,1187032
1/10/2028,Kano,MegaCem,PPC,25,77,3126,240702
1/11/2028,Abuja,Eterna Plc,Portland Cement,25,698,3220,2247560
1/12/2028,Portharcourt,Dangote Ltd,Slag Cement,50,242,3402,823284
1/13/2028,Kano,BuildRight Co,Slag Cement,25,241,3777,910257
1/14/2028,Lagos,BuildRight Co,PPC,25,980,3377,3309460
1/15/2028,Kano,MegaCem,Portland Cement,25,336,3604,1210944
1/16/2028,Kano,Dangote Ltd,Portland Cement,25,543,3782,2053626
1/17/2028,Abuja,MegaCem,Slag Cement,50,620,2833,1756460
1/18/2028,Kaduna,StoneWorks Ltd,PPC,50,348,3481,1211388
1/19/2028,Kano,MegaCem,Portland Cement,50,142,2945,418190
1/20/2028,Lagos,StoneWorks Ltd,PPC,50,221,3265,721565
1/21/2028,Kaduna,MegaCem,Portland Cement,50,441,3591,1583631
1/22/2028,Portharcourt,BuildRight Co,PPC,50,518,3350,1735300
1/23/2028,Lagos,Eterna Plc,White Cement,50,788,2055,1619340
1/24/2028,Lagos,MegaCem,Slag Cement,25,162,2992,484704
1/25/2028,Kano,MegaCem,Portland Cement,50,133,3769,501277
1/26/2028,Lagos,MegaCem,White Cement,50,505,2565,1295325
